Tanggal,Waktu,Suhu (C),Kelembaban (%)
10/14/2023,14.48.21,29.1,73.3
10/14/2023,14.49.21,29.1,73.3
10/14/2023,14.50.21,29.1,73.1
10/14/2023,14.51.21,29.1,73.3
10/14/2023,14.52.21,29.1,73.3
10/14/2023,14.53.21,29.1,73.3
10/14/2023,14.54.21,29.1,73.2
10/14/2023,14.55.21,29.1,73.4
10/14/2023,14.56.21,29.1,73.4
10/14/2023,14.57.21,29.1,73.4
10/14/2023,14.58.21,29.1,73.3
10/14/2023,14.59.21,29,73.2
10/14/2023,15.00.21,29,73.3
10/14/2023,15.01.21,29,73.4
10/14/2023,15.02.21,29,73.8
10/14/2023,15.03.21,29,73.8
10/14/2023,15.04.21,29,73.8
10/14/2023,15.05.21,29,73.9
10/14/2023,15.06.21,29,73.9
10/14/2023,15.07.21,29,74
10/14/2023,15.08.21,29,74.2
10/14/2023,15.09.21,29,74.4
10/14/2023,15.10.21,29,74.3
10/14/2023,15.11.21,29,74.3
10/14/2023,15.12.21,29,74.1
10/14/2023,15.13.21,29,73.9
10/14/2023,15.14.21,29,73.9
10/14/2023,15.15.21,29,73.9
10/14/2023,15.16.21,29,73.8
10/14/2023,15.17.21,29,73.8
10/14/2023,15.18.21,29,73.6
10/14/2023,15.19.21,29,73.8
10/14/2023,15.20.21,29,73.7
10/14/2023,15.21.21,29,73.7
10/14/2023,15.22.21,29,73.7
10/14/2023,15.23.21,29,73.5
10/14/2023,15.24.21,29,73.5
10/14/2023,15.25.21,29,73.5
10/14/2023,15.26.21,29,73.6
10/14/2023,15.27.21,28.9,73.6
10/14/2023,15.28.21,29,73.7
10/14/2023,15.29.21,28.9,73.7
10/14/2023,15.30.21,28.9,73.7
10/14/2023,15.31.21,28.9,73.8
10/14/2023,15.32.21,28.9,73.9
10/14/2023,15.33.21,28.9,73.9
10/14/2023,15.34.21,28.8,73.9
10/14/2023,15.35.21,28.8,73.8
10/14/2023,15.36.21,28.8,73.9
10/14/2023,15.37.21,28.8,74
10/14/2023,15.38.21,28.7,74.1
10/14/2023,15.39.21,28.7,74.2
10/14/2023,15.40.21,28.7,74.4
10/14/2023,15.41.21,28.7,74.4
10/14/2023,15.42.21,28.7,74.4
10/14/2023,15.43.21,28.7,74.3
10/14/2023,15.44.21,28.6,74.4
10/14/2023,15.45.21,28.6,74.5
10/14/2023,15.46.21,28.6,74.6
10/14/2023,15.47.21,28.5,74.8
10/14/2023,15.48.21,28.5,75
10/14/2023,15.49.21,28.5,75.1
10/14/2023,15.50.21,28.5,75.1
10/14/2023,15.51.21,28.5,75.1
10/14/2023,15.52.21,28.5,75.2
10/14/2023,15.53.21,28.5,75.2
10/14/2023,15.54.21,28.5,75.1
10/14/2023,15.55.21,28.5,75.1
10/14/2023,15.56.21,28.5,75.1
10/14/2023,15.57.21,28.5,75.2
10/14/2023,15.58.21,28.5,75.3
10/14/2023,15.59.21,28.5,75.3
10/14/2023,16.00.21,28.5,75.3
10/14/2023,16.01.21,28.5,75.5
10/14/2023,16.02.21,28.6,75.3
10/14/2023,16.03.21,28.6,75.2
10/14/2023,16.04.21,28.5,75.2
10/14/2023,16.05.21,28.4,75.2
10/14/2023,16.06.21,28.3,75.2
10/14/2023,16.07.21,28.2,75.2
10/15/2023,14.01.21,29.3,72.4
10/15/2023,14.02.21,29.3,72.3
10/15/2023,14.03.21,29.3,72.3
10/15/2023,14.04.21,29.3,72.3
10/15/2023,14.05.21,29.3,72.3
10/15/2023,14.06.21,29.3,72.3
10/15/2023,14.07.21,28.9,72.3
10/15/2023,14.08.21,28.9,72.3
10/15/2023,14.09.21,28.9,72.3
10/15/2023,14.10.21,28.9,72.3
10/15/2023,14.11.21,28.9,72.3
10/15/2023,14.12.21,29,72.3
10/15/2023,14.13.21,28.9,72.5
10/15/2023,14.14.21,28.5,72.5
10/15/2023,14.15.21,28.5,72.5
10/15/2023,14.16.21,28,72.5
10/15/2023,14.17.21,28,72.5
10/15/2023,14.18.21,28.5,72.5
10/15/2023,14.19.21,28.5,72.5
10/15/2023,14.20.21,28.5,72.5
10/15/2023,14.21.21,28.5,72.5
10/15/2023,14.22.21,28.5,72.5
10/15/2023,14.23.21,28.5,72.5
10/15/2023,14.24.21,28.5,72.5
10/15/2023,14.25.21,28.5,72.5
10/15/2023,14.26.21,28.5,73.2
10/15/2023,14.27.21,28.5,73.2
10/15/2023,14.28.21,28,73.2
10/15/2023,14.29.21,28,73.2
10/15/2023,14.30.21,28,73.2
10/15/2023,14.31.21,28,73.2
10/15/2023,14.32.21,28,73.2
10/15/2023,14.33.21,28,73.2
10/15/2023,14.34.21,28,73.2
10/15/2023,14.35.21,27.6,73.2
10/15/2023,14.36.21,27.6,73.2
10/15/2023,14.37.21,27.6,73.2
10/15/2023,14.38.21,27.6,73.2
10/15/2023,14.39.21,27.6,73.2
10/15/2023,14.40.21,27.6,73.2
10/15/2023,14.41.21,27.6,72.1
10/15/2023,14.42.21,27.6,72.1
10/15/2023,14.43.21,27.2,72.1
10/15/2023,14.44.21,27.1,72.1
10/15/2023,14.45.21,27.6,72.1
10/15/2023,14.46.21,27.6,72.1
10/15/2023,14.47.21,27.6,72.1
10/15/2023,14.48.21,27.6,72.1
10/15/2023,14.49.21,27.6,72.1
10/15/2023,14.50.21,27.6,72.1
10/15/2023,14.51.21,27.6,72.1
10/15/2023,14.52.21,27.6,72.1
10/15/2023,14.53.21,27.6,72.1
10/15/2023,14.54.21,27.6,72.1
10/15/2023,14.55.21,27.2,72.1
10/15/2023,14.56.21,27.1,72.1
10/15/2023,14.57.21,27.1,72.1
10/15/2023,14.58.21,26.7,72.1
10/15/2023,14.59.21,26.7,73
10/15/2023,15.00.21,26.7,73
10/15/2023,15.01.21,27.1,73
10/15/2023,15.02.21,27.1,73
10/15/2023,15.03.21,27.1,73
10/15/2023,15.04.21,27.1,73
10/15/2023,15.05.21,27.1,73
10/15/2023,15.06.21,27.1,73
10/15/2023,15.07.21,27.1,73
10/15/2023,15.08.21,27.1,73
10/15/2023,15.09.21,26.7,73
10/15/2023,15.10.21,26.7,73
10/15/2023,15.11.21,26.7,73
10/15/2023,15.12.21,27.1,73
10/15/2023,15.13.21,26.7,73
10/15/2023,15.14.21,27.1,73
10/15/2023,15.15.21,26.7,73
10/15/2023,15.16.21,26.7,73
10/15/2023,15.17.21,26.7,73
10/15/2023,15.18.21,26.7,73
10/15/2023,15.19.21,26.7,73
10/15/2023,15.20.21,26.7,73
10/15/2023,15.21.21,26.7,73
10/15/2023,15.22.21,26.2,73
10/15/2023,15.23.21,26.2,73
10/15/2023,15.24.21,26.2,71.3
10/15/2023,15.25.21,26.2,71.3
10/15/2023,15.26.21,26.2,71.3
10/15/2023,15.27.21,26.4,71.3
10/15/2023,15.28.21,26.7,71.3
10/15/2023,15.29.21,26.7,71.3
10/15/2023,15.30.21,26.7,71.3
10/15/2023,15.31.21,26.7,71.3
10/15/2023,15.32.21,26.7,71.3
10/15/2023,15.33.21,26.7,71.3
10/15/2023,15.34.21,26.7,71.3
10/15/2023,15.35.21,26.7,71.3
10/15/2023,15.36.21,26.7,71.3
10/15/2023,15.37.21,26.2,71.3
10/15/2023,15.38.21,26.2,71.3
10/15/2023,15.39.21,26.2,71.3
10/15/2023,15.40.21,26.2,71.3
10/15/2023,15.41.21,26.2,71.3
10/15/2023,15.42.21,26.2,71.3
10/15/2023,15.43.21,26.2,72.3
10/15/2023,15.44.21,26.2,72.3
10/15/2023,15.45.21,26.2,72.3
10/15/2023,15.46.21,25.8,72.3
10/15/2023,15.47.21,25.8,72.3
10/15/2023,15.48.21,26.2,72.3
10/15/2023,15.49.21,26.2,72.3
10/15/2023,15.50.21,26.2,72.3
10/15/2023,15.51.21,26.2,72.3
10/15/2023,15.52.21,26.2,72.3
10/15/2023,15.53.21,26.2,72.3
10/15/2023,15.54.21,26.2,72.3
10/15/2023,15.55.21,26.2,72.3
10/15/2023,15.56.21,26.2,72.3
10/15/2023,15.57.21,26.2,72.3
10/15/2023,15.58.21,26.2,72.3
10/15/2023,15.59.21,26.2,72.3
10/15/2023,16.00.21,26.2,72.5
10/15/2023,16.01.21,26.2,72.5
10/15/2023,16.02.21,26.2,72.5
10/15/2023,16.03.21,26.2,72.5
10/15/2023,16.04.21,26.2,72.5
10/15/2023,16.05.21,26.2,72.5
10/15/2023,16.06.21,27.1,72.5
10/15/2023,16.07.21,27.1,72.5
10/16/2023,14.01.21,30.2,72.7
10/16/2023,14.02.21,30.2,72.9
10/16/2023,14.03.21,30.6,71.9
10/16/2023,14.04.21,30.6,71.4
10/16/2023,14.05.21,30.5,72
10/16/2023,14.06.21,30.7,71.1
10/16/2023,14.07.21,30.6,71.8
10/16/2023,14.08.21,30.3,72.2
10/16/2023,14.09.21,30.1,73
10/16/2023,14.10.21,30.1,73.1
10/16/2023,14.11.21,30.1,72.8
10/16/2023,14.12.21,29.9,73.8
10/16/2023,14.13.21,30,73.6
10/16/2023,14.14.21,29.9,74
10/16/2023,14.15.21,29.8,74.5
10/16/2023,14.16.21,29.8,74.7
10/16/2023,14.17.21,29.9,74
10/16/2023,14.18.21,29.8,74.5
10/16/2023,14.19.21,30.1,73.9
10/16/2023,14.20.21,30.2,73.4
10/16/2023,14.21.21,30.1,73.8
10/16/2023,14.22.21,30.1,73.5
10/16/2023,14.23.21,29.7,74.7
10/16/2023,14.24.21,29.7,75.1
10/16/2023,14.25.21,29.6,75.2
10/16/2023,14.26.21,29.5,75.9
10/16/2023,14.27.21,29.3,76.5
10/16/2023,14.28.21,29.3,76.5
10/16/2023,14.29.21,29.3,76.8
10/16/2023,14.30.21,29.2,76.9
10/16/2023,14.31.21,29.4,76.4
10/16/2023,14.32.21,29.3,76.2
10/16/2023,14.33.21,29.4,75.8
10/16/2023,14.34.21,29.3,75.5
10/16/2023,14.35.21,29.4,75.2
10/16/2023,14.36.21,29.3,75.7
10/16/2023,14.37.21,29.3,75.6
10/16/2023,14.38.21,29.2,75.6
10/16/2023,14.39.21,29.2,75.5
10/16/2023,14.40.21,29.3,75.5
10/16/2023,14.41.21,29.3,75.4
10/16/2023,14.42.21,29.2,76.2
10/16/2023,14.43.21,29.2,76.1
10/16/2023,14.44.21,29.4,75.6
10/16/2023,14.45.21,29.4,75.4
10/16/2023,14.46.21,29.3,76.1
10/16/2023,14.47.21,29.1,76.6
10/16/2023,14.48.21,29.2,76.7
10/16/2023,14.49.21,29.3,76.1
10/16/2023,14.50.21,29.3,76
10/16/2023,14.51.21,29.3,76.2
10/16/2023,14.52.21,28.8,77.2
10/16/2023,14.53.21,28.8,77.9
10/16/2023,14.54.21,28.8,77.3
10/16/2023,14.55.21,28.9,77
10/16/2023,14.56.21,28.9,76.9
10/16/2023,14.57.21,28.9,77.3
10/16/2023,14.58.21,28.8,77.9
10/16/2023,14.59.21,28.8,77.6
10/16/2023,15.00.21,28.9,77.2
10/16/2023,15.01.21,29,77.5
10/16/2023,15.02.21,29,77.5
10/16/2023,15.03.21,28.9,77.6
10/16/2023,15.04.21,28.9,77.9
10/16/2023,15.05.21,28.9,78
10/16/2023,15.06.21,28.9,77.8
10/16/2023,15.07.21,28.8,78.1
10/16/2023,15.08.21,28.8,78.3
10/16/2023,15.09.21,28.8,78.4
10/16/2023,15.10.21,28.7,78.8
10/16/2023,15.11.21,28.7,78.7
10/16/2023,15.12.21,28.9,78.1
10/16/2023,15.13.21,28.8,78.5
10/16/2023,15.14.21,28.6,79.1
10/16/2023,15.15.21,28.6,79.5
10/16/2023,15.16.21,28.6,79.5
10/16/2023,15.17.21,28.8,78.7
10/16/2023,15.18.21,28.8,78.7
10/16/2023,15.19.21,28.6,79.3
10/16/2023,15.20.21,28.5,79.7
10/16/2023,15.21.21,28.5,79.8
10/16/2023,15.22.21,28.5,79.8
10/16/2023,15.23.21,28.4,79.7
10/16/2023,15.24.21,28.4,79.8
10/16/2023,15.25.21,28.4,80
10/16/2023,15.26.21,28.4,79.9
10/16/2023,15.27.21,28.4,80.1
10/16/2023,15.28.21,28.5,79.7
10/16/2023,15.29.21,28.6,79.6
10/16/2023,15.30.21,28.5,79.1
10/16/2023,15.31.21,28.5,79.9
10/16/2023,15.32.21,28.5,80.1
10/16/2023,15.33.21,28.4,80.8
10/16/2023,15.34.21,28.4,80.7
10/16/2023,15.35.21,28.4,80.4
10/16/2023,15.36.21,28.2,81.3
10/16/2023,15.37.21,28.3,80.8
10/16/2023,15.38.21,28.4,80.7
10/16/2023,15.39.21,28.6,79.9
10/16/2023,15.40.21,28.6,79.4
10/16/2023,15.41.21,28.6,79.7
10/16/2023,15.42.21,28.5,80.4
10/16/2023,15.43.21,28.5,80.3
10/16/2023,15.44.21,28.4,80
10/16/2023,15.45.21,28.3,80.7
10/16/2023,15.46.21,28.4,80.8
10/16/2023,15.47.21,28.3,80.8
10/16/2023,15.48.21,28.4,81.1
10/16/2023,15.49.21,28.3,81.1
10/16/2023,15.50.21,28.3,80.6
10/16/2023,15.51.21,28.1,81.2
10/16/2023,15.52.21,28.1,81.9
10/16/2023,15.53.21,28.1,81.6
10/16/2023,15.54.21,28.3,81.2
10/16/2023,15.55.21,28.2,81.1
10/16/2023,15.56.21,28.2,81.6
10/16/2023,15.57.21,28.2,81.6
10/16/2023,15.58.21,28.1,81.5
10/16/2023,15.59.21,28,82.1
10/16/2023,16.00.21,28,81.9
10/16/2023,16.01.21,28,81.6
10/16/2023,16.02.21,28.1,81.3
10/16/2023,16.03.21,28.1,81.4
10/16/2023,16.04.21,28.1,81.6
10/16/2023,16.05.21,28,82
10/16/2023,16.06.21,28,82.2
10/16/2023,16.07.21,28,82.2
10/17/2023,14.01.21,29.6,78.7
10/17/2023,14.02.21,29.6,77.8
10/17/2023,14.03.21,29.3,78.4
10/17/2023,14.04.21,29.6,78
10/17/2023,14.05.21,29.6,77.4
10/17/2023,14.06.21,29.7,77.1
10/17/2023,14.07.21,29.8,76.6
10/17/2023,14.08.21,29.9,76.3
10/17/2023,14.09.21,30,75.8
10/17/2023,14.10.21,29.9,75.8
10/17/2023,14.11.21,29.1,78
10/17/2023,14.12.21,28.9,79.5
10/17/2023,14.13.21,29.2,78.7
10/17/2023,14.14.21,29.4,78.1
10/17/2023,14.15.21,29.6,77.3
10/17/2023,14.16.21,29.5,77.4
10/17/2023,14.17.21,29.4,77.4
10/17/2023,14.18.21,29.2,78.7
10/17/2023,14.19.21,29.4,78.4
10/17/2023,14.20.21,29.6,77.6
10/17/2023,14.21.21,29.5,77.4
10/17/2023,14.22.21,29.4,77.5
10/17/2023,14.23.21,29.2,78.3
10/17/2023,14.24.21,29.1,78.5
10/17/2023,14.25.21,29.3,78
10/17/2023,14.26.21,29.3,78
10/17/2023,14.27.21,29.4,77.8
10/17/2023,14.28.21,29.4,77.5
10/17/2023,14.29.21,29.4,77.8
10/17/2023,14.30.21,29.5,77.3
10/17/2023,14.31.21,29.5,77
10/17/2023,14.32.21,29.4,77.3
10/17/2023,14.33.21,29.3,77.9
10/17/2023,14.34.21,29.1,78.6
10/17/2023,14.35.21,29.1,78.4
10/17/2023,14.36.21,29.2,78
10/17/2023,14.37.21,29.2,78
10/17/2023,14.38.21,29.2,78.1
10/17/2023,14.39.21,29.4,77.9
10/17/2023,14.40.21,29,78.9
10/17/2023,14.41.21,28.7,79.7
10/17/2023,14.42.21,28.6,80.8
10/17/2023,14.43.21,28.8,80.2
10/17/2023,14.44.21,29,79.1
10/17/2023,14.45.21,29.1,78.6
10/17/2023,14.46.21,29,78.8
10/17/2023,14.47.21,29,78.7
10/17/2023,14.48.21,29,79
10/17/2023,14.49.21,29,78.7
10/17/2023,14.50.21,29,78.6
10/17/2023,14.51.21,29,78.5
10/17/2023,14.52.21,29,78.6
10/17/2023,14.53.21,28.9,78.7
10/17/2023,14.54.21,28.9,78.8
10/17/2023,14.55.21,28.9,79.1
10/17/2023,14.56.21,28.9,79.5
10/17/2023,14.57.21,28.9,79.3
10/17/2023,14.58.21,28.8,79.7
10/17/2023,14.59.21,28.9,79.8
10/17/2023,15.00.21,29,80
10/17/2023,15.01.21,28.9,79.9
10/17/2023,15.02.21,28.6,80
10/17/2023,15.03.21,28.6,80.4
10/17/2023,15.04.21,28.7,80
10/17/2023,15.05.21,28.7,80.1
10/17/2023,15.06.21,28.7,80.2
10/17/2023,15.07.21,28.6,80.1
10/17/2023,15.08.21,28.7,80.3
10/17/2023,15.09.21,28.7,80.2
10/17/2023,15.10.21,28.7,80.5
10/17/2023,15.11.21,28.6,80.7
10/17/2023,15.12.21,28.5,80.8
10/17/2023,15.13.21,28.4,81.3
10/17/2023,15.14.21,28.5,81.5
10/17/2023,15.15.21,28.5,81.1
10/17/2023,15.16.21,28.3,81.4
10/17/2023,15.17.21,28.2,82.3
10/17/2023,15.18.21,28.3,82
10/17/2023,15.19.21,28.4,81.7
10/17/2023,15.20.21,28.5,81
10/17/2023,15.21.21,28.5,81.2
10/17/2023,15.22.21,28.4,81.4
10/17/2023,15.23.21,28.3,81.4
10/17/2023,15.24.21,28.3,81.8
10/17/2023,15.25.21,28.4,81.5
10/17/2023,15.26.21,28.4,81.3
10/17/2023,15.27.21,28.3,81.6
10/17/2023,15.28.21,28.3,81.7
10/17/2023,15.29.21,28.1,82.1
10/17/2023,15.30.21,28,82.7
10/17/2023,15.31.21,28,83
10/17/2023,15.32.21,28.1,82.5
10/17/2023,15.33.21,28,82.7
10/17/2023,15.34.21,28,83
10/17/2023,15.35.21,28.1,82.9
10/17/2023,15.36.21,28,82.9
10/17/2023,15.37.21,28.1,82.7
10/17/2023,15.38.21,28.1,82.5
10/17/2023,15.39.21,28.1,82.3
10/17/2023,15.40.21,27.8,83.4
10/17/2023,15.41.21,27.8,84
10/17/2023,15.42.21,27.7,84.3
10/17/2023,15.43.21,27.8,84.1
10/17/2023,15.44.21,27.8,84.5
10/17/2023,15.45.21,27.9,83.9
10/17/2023,15.46.21,27.9,83.8
10/17/2023,15.47.21,28,84
10/17/2023,15.48.21,28,83.5
10/17/2023,15.49.21,28,83.4
10/17/2023,15.50.21,28,83.2
10/17/2023,15.51.21,28,83.7
10/17/2023,15.52.21,27.9,83.9
10/17/2023,15.53.21,27.9,84.1
10/17/2023,15.54.21,27.8,84
10/17/2023,15.55.21,27.7,84.6
10/17/2023,15.56.21,27.7,84.6
10/17/2023,15.57.21,27.6,84.6
10/17/2023,15.58.21,27.7,84.5
10/17/2023,15.59.21,27.5,85.3
10/17/2023,16.00.21,27.6,85.4
10/17/2023,16.01.21,27.7,84.9
10/17/2023,16.02.21,27.8,84.8
10/17/2023,16.03.21,27.9,84
10/17/2023,16.04.21,27.8,84
10/17/2023,16.05.21,27.8,84.4
10/17/2023,16.06.21,27.8,84.4
10/17/2023,16.07.21,27.7,84.5
10/18/2023,14.01.21,29.6,78.9
10/18/2023,14.02.21,29.6,76.2
10/18/2023,14.03.21,29.5,76.5
10/18/2023,14.04.21,29.5,76.9
10/18/2023,14.05.21,29,78
10/18/2023,14.06.21,29.2,77.8
10/18/2023,14.07.21,29.2,77.7
10/18/2023,14.08.21,29.1,77.8
10/18/2023,14.09.21,29,78.5
10/18/2023,14.10.21,29.2,77.8
10/18/2023,14.11.21,29.5,76.8
10/18/2023,14.12.21,29.6,76.2
10/18/2023,14.13.21,29.6,76.2
10/18/2023,14.14.21,29.7,76.2
10/18/2023,14.15.21,29.6,76.1
10/18/2023,14.16.21,29.5,76.4
10/18/2023,14.17.21,29.5,76.6
10/18/2023,14.18.21,29.6,76.4
10/18/2023,14.19.21,29.6,76.4
10/18/2023,14.20.21,29.5,76.7
10/18/2023,14.21.21,29.4,77.4
10/18/2023,14.22.21,29.3,77.3
10/18/2023,14.23.21,29.4,76.7
10/18/2023,14.24.21,29.3,77.2
10/18/2023,14.25.21,29.3,77.9
10/18/2023,14.26.21,29.5,77.1
10/18/2023,14.27.21,29.5,76.4
10/18/2023,14.28.21,29.4,77.1
10/18/2023,14.29.21,29.3,77.2
10/18/2023,14.30.21,29.3,77.3
10/18/2023,14.31.21,29.3,77.4
10/18/2023,14.32.21,29.1,77.8
10/18/2023,14.33.21,29.1,78.1
10/18/2023,14.34.21,29.1,78.1
10/18/2023,14.35.21,29.2,77.8
10/18/2023,14.36.21,29,78.7
10/18/2023,14.37.21,29.1,78.3
10/18/2023,14.38.21,29.2,78.2
10/18/2023,14.39.21,29.2,77.9
10/18/2023,14.40.21,29.2,77.8
10/18/2023,14.41.21,29.2,78.1
10/18/2023,14.42.21,29.1,78.3
10/18/2023,14.43.21,29,78.7
10/18/2023,14.44.21,29,78.8
10/18/2023,14.45.21,29,78.6
10/18/2023,14.46.21,29,78.7
10/18/2023,14.47.21,28.9,79.5
10/18/2023,14.48.21,28.9,79.6
10/18/2023,14.49.21,28.8,80.2
10/18/2023,14.50.21,28.8,80.1
10/18/2023,14.51.21,28.9,79.7
10/18/2023,14.52.21,28.8,79.9
10/18/2023,14.53.21,28.8,79.4
10/18/2023,14.54.21,28.9,79.6
10/18/2023,14.55.21,28.9,78.4
10/18/2023,14.56.21,28.9,78.3
10/18/2023,14.57.21,28.9,78.8
10/18/2023,14.58.21,28.8,79
10/18/2023,14.59.21,28.7,79.5
10/18/2023,15.00.21,28.7,80
10/18/2023,15.01.21,28.8,79.9
10/18/2023,15.02.21,28.7,79.8
10/18/2023,15.03.21,28.7,80.3
10/18/2023,15.04.21,28.7,80
10/18/2023,15.05.21,28.7,80.8
10/18/2023,15.06.21,28.6,81.2
10/18/2023,15.07.21,28.7,80.9
10/18/2023,15.08.21,28.7,80.8
10/18/2023,15.09.21,28.7,80.8
10/18/2023,15.10.21,28.7,80.3
10/18/2023,15.11.21,28.3,81.2
10/18/2023,15.12.21,28.4,82
10/18/2023,15.13.21,28.5,81.1
10/18/2023,15.14.21,28.6,80.4
10/18/2023,15.15.21,28.6,80.7
10/18/2023,15.16.21,28.5,81.2
10/18/2023,15.17.21,28.4,80.9
10/18/2023,15.18.21,28.3,81.9
10/18/2023,15.19.21,28.4,82.1
10/18/2023,15.20.21,28.4,81.9
10/18/2023,15.21.21,28.4,82.2
10/18/2023,15.22.21,28.4,82.2
10/18/2023,15.23.21,28.4,81.9
10/18/2023,15.24.21,28,83.2
10/18/2023,15.25.21,28,83.7
10/18/2023,15.26.21,28.1,83
10/18/2023,15.27.21,28.1,83.5
10/18/2023,15.28.21,28.3,82.5
10/18/2023,15.29.21,28.4,82.3
10/18/2023,15.30.21,28.3,82
10/18/2023,15.31.21,28.3,82.4
10/18/2023,15.32.21,28.3,81.8
10/18/2023,15.33.21,28.1,81.7
10/18/2023,15.34.21,28.1,82.7
10/18/2023,15.35.21,28.1,82.2
10/18/2023,15.36.21,28.2,82.3
10/18/2023,15.37.21,28.2,82.3
10/18/2023,15.38.21,28.2,82.4
10/18/2023,15.39.21,28.1,82.7
10/18/2023,15.40.21,28.1,83.2
10/18/2023,15.41.21,28,83.9
10/18/2023,15.42.21,27.9,84.5
10/18/2023,15.43.21,27.9,84.6
10/18/2023,15.44.21,27.7,84.8
10/18/2023,15.45.21,27.7,84.9
10/18/2023,15.46.21,27.9,84.3
10/18/2023,15.47.21,27.9,83.6
10/18/2023,15.48.21,27.9,84
10/18/2023,15.49.21,28,83.8
10/18/2023,15.50.21,28,83.8
10/18/2023,15.51.21,28,83.9
10/18/2023,15.52.21,28,83.8
10/18/2023,15.53.21,28,83.7
10/18/2023,15.54.21,27.9,83.9
10/18/2023,15.55.21,28,83.8
10/18/2023,15.56.21,27.7,84.6
10/18/2023,15.57.21,27.7,85
10/18/2023,15.58.21,27.8,84.7
10/18/2023,15.59.21,27.8,84.8
10/18/2023,16.00.21,27.7,84.8
10/18/2023,16.01.21,27.7,84.7
10/18/2023,16.02.21,27.7,84.9
10/18/2023,16.03.21,27.7,85.3
10/18/2023,16.04.21,28,83.7
10/18/2023,16.05.21,27.9,83.9
10/18/2023,16.06.21,28,83.8
10/18/2023,16.07.21,27.7,84.6
10/19/2023,14.01.21,29.2,68.1
10/19/2023,14.02.21,29.3,67.8
10/19/2023,14.03.21,29.7,65.7
10/19/2023,14.04.21,29.9,64.6
10/19/2023,14.05.21,30,64.3
10/19/2023,14.06.21,30,63.4
10/19/2023,14.07.21,30.2,63.3
10/19/2023,14.08.21,30.1,63.1
10/19/2023,14.09.21,30.2,62.8
10/19/2023,14.10.21,30.2,62.7
10/19/2023,14.11.21,30.3,62.8
10/19/2023,14.12.21,30.4,62.6
10/19/2023,14.13.21,30.1,63
10/19/2023,14.14.21,30,63.2
10/19/2023,14.15.21,30,63.5
10/19/2023,14.16.21,30,63.5
10/19/2023,14.17.21,29.9,63.7
10/19/2023,14.18.21,30,63.7
10/19/2023,14.19.21,30,63.6
10/19/2023,14.20.21,30,63.1
10/19/2023,14.21.21,30.1,63.2
10/19/2023,14.22.21,30.2,63.4
10/19/2023,14.23.21,30.1,63.6
10/19/2023,14.24.21,30.1,63.8
10/19/2023,14.25.21,30.2,63.7
10/19/2023,14.26.21,30.2,63.6
10/19/2023,14.27.21,30.1,63.7
10/19/2023,14.28.21,29.9,64.2
10/19/2023,14.29.21,29.8,64.2
10/19/2023,14.30.21,29.9,64.2
10/19/2023,14.31.21,30.1,64.2
10/19/2023,14.32.21,30.3,63.6
10/19/2023,14.33.21,30.3,63.5
10/19/2023,14.34.21,30.3,63.4
10/19/2023,14.35.21,30.2,63.1
10/19/2023,14.36.21,30.1,63.6
10/19/2023,14.37.21,30.1,64.1
10/19/2023,14.38.21,30.2,63.5
10/19/2023,14.39.21,30.2,63.8
10/19/2023,14.40.21,30.2,64
10/19/2023,14.41.21,30.2,63.6
10/19/2023,14.42.21,30.3,63.9
10/19/2023,14.43.21,30.4,63.4
10/19/2023,14.44.21,30.5,62.7
10/19/2023,14.45.21,30.4,62.9
10/19/2023,14.46.21,30.5,63.2
10/19/2023,14.47.21,30.4,62.5
10/19/2023,14.48.21,30.4,62.6
10/19/2023,14.49.21,30.4,61.9
10/19/2023,14.50.21,30.4,62.1
10/19/2023,14.51.21,30.5,61.9
10/19/2023,14.52.21,30.5,61.6
10/19/2023,14.53.21,30.5,61.5
10/19/2023,14.54.21,30.6,62
10/19/2023,14.55.21,30.5,62.4
10/19/2023,14.56.21,30.5,62.6
10/19/2023,14.57.21,30.5,62.6
10/19/2023,14.58.21,30.6,62.3
10/19/2023,14.59.21,30.5,62.3
10/19/2023,15.00.21,30.4,62.6
10/19/2023,15.01.21,30.3,63.1
10/19/2023,15.02.21,30.3,62.8
10/19/2023,15.03.21,30.4,62.9
10/19/2023,15.04.21,30.5,62.1
10/19/2023,15.05.21,30.5,61.3
10/19/2023,15.06.21,30.6,61.8
10/19/2023,15.07.21,30.6,62.4
10/19/2023,15.08.21,30.5,61.9
10/19/2023,15.09.21,30.6,62.5
10/19/2023,15.10.21,30.6,62
10/19/2023,15.11.21,30.6,62.4
10/19/2023,15.12.21,30.4,62.6
10/19/2023,15.13.21,30.4,63.5
10/19/2023,15.14.21,30.4,62.6
10/19/2023,15.15.21,30.5,61.7
10/19/2023,15.16.21,30.7,61.4
10/19/2023,15.17.21,30.7,60.8
10/19/2023,15.18.21,30.7,61.6
10/19/2023,15.19.21,30.7,61.4
10/19/2023,15.20.21,30.8,60.6
10/19/2023,15.21.21,30.7,60.7
10/19/2023,15.22.21,30.9,60.6
10/19/2023,15.23.21,30.9,61.3
10/19/2023,15.24.21,30.9,60.9
10/19/2023,15.25.21,30.8,61.6
10/19/2023,15.26.21,30.8,62.1
10/19/2023,15.27.21,30.8,62.8
10/19/2023,15.28.21,30.9,62.1
10/19/2023,15.29.21,30.8,62.5
10/19/2023,15.30.21,30.8,61.8
10/19/2023,15.31.21,30.8,61.8
10/19/2023,15.32.21,30.7,62
10/19/2023,15.33.21,30.7,62
